statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
People rely more on machine learning models when making decisions on out-of-distribution data than on in-distribution data.,6,36.35546,-11.263192,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-led moderation allows community members to collaboratively develop explanations for automated decisions.,1,5.1026673,-13.700208,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
The CASS chatbot architecture enhances emotional support by generating diverse responses to user inputs in online health communities.,4,-7.117743,21.03022,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"GAM Changer allows physicians to investigate and correct pneumonia and sepsis risk prediction models, aligning them with clinical knowledge.",6,-12.190346,-36.08321,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Virtual reality environments enable deeper emotional engagement in therapy sessions.,4,-41.006523,24.038017,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI-enhanced learning analytics interfaces communicate insights on team performance in nursing simulations.,0,-15.236123,0.6284215,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Humans tend to distort AI decision confidence during utility evaluations.,3,23.712402,2.8956819,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI design guidelines improve user interaction and system scalability in recommender engines.,0,-7.8584104,-7.7117467,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Task-relevant AI explanations may induce reliance on stereotype-aligned errors, affecting distributive fairness.",3,20.3079,-2.6604326,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-driven interactive dialogues improve both subjective and objective understanding of anxiety assessment mechanisms.,0,0.8710572,-5.7425494,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Crowd feedback in DynamicLabels helps ML practitioners identify weaknesses and explore diverse perspectives.,6,-9.262454,-43.578667,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI explanations enhance trustworthiness in healthcare by promoting organisational accountability.,1,14.408779,-11.590892,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"The AI system recognizes unvoiced utterances using ultrasound imaging sensors, enabling control of smart speakers without vocalization.",0,-30.848476,22.56321,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Gender differences shape perspectives on AI, highlighting varying attitudes across male and female respondents.",3,39.97002,21.231075,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Adaptive interventions enhance comprehension of Magazine-Style Narrative Visualizations for users with lower visualization literacy by guiding attention to salient components.,5,-13.718072,-2.4214544,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Both self-voice and other-voice alarms enhance users' perceived usefulness of the alarm system.,4,13.480931,46.743423,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
TutoAI achieves higher or similar quality in mixed-media tutorial creation compared to baseline models.,6,3.6247268,6.549025,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Voice assistants struggle with complex task guidance due to challenges such as obscuring the bigger picture and overwhelming users with information.,4,1.8017462,28.658678,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI visualization tools improve designers' ability to understand and manage algorithmic trade-offs.,0,-23.766237,-4.842145,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
EvalLM reduces the number of prompt revisions by 59%.,5,-33.279316,-28.445087,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Fashion Recommender Systems achieve over 50% correctness in recommending fashion gifts without direct interaction with recipients.,6,6.638808,-45.68129,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
The AI visualization tool aids designers in aligning design decisions with their goals by providing in-context ML knowledge.,0,-23.156473,-4.2616014,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"TakeToons uses AI to complement human effort, enhancing creativity in animation tasks.",7,-42.82994,0.9104787,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Experience-based causality learning models outperform traditional text-based methods in identifying causal relationships in text.,6,5.4692974,10.024535,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Deep Reinforcement Learning Networks with object recognition improve transparency by generating object saliency maps.,6,2.8415735,14.627412,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"AI statistical approaches, including relative concept association, help quantify and mitigate biased associations in classification models.",0,22.446478,-32.66298,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Transfer learning enables AI to adapt co-creative knowledge from one game to another, facilitating Zelda dungeon room generation.",7,-30.984327,16.650269,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Users develop new interaction methods with LLMs through Chains, such as calibrating model expectations and debugging outputs.",5,-28.081194,-12.77403,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"The AI prompting pipeline effectively configured AlgoBo's problem-solving performance, allowing it to simulate misconceptions and unawareness.",0,-10.494211,14.345693,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Participants not directly affected by AI's unfair treatment still develop negative views if they perceive unfairness towards others.,3,40.10884,-3.1062322,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Trust assessments in earlier trials strongly correlate with trust in later trials.,6,28.927872,-15.072622,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Users prefer personalized health recommendations based on their own preferences.,4,16.372997,12.530344,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Peanut maintains high annotation accuracy through its human-AI collaborative pipeline.,6,-39.42488,-30.932293,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"Cultural context influences attitudes toward AI, with distinct patterns observed between respondents from the UK and the USA.",3,39.726944,21.15592,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI prosociality, including emotion expression and cooperation, leads to higher moral consideration from users.",2,15.901883,19.797064,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"The AI recommendation tool suggests design features that align with target user impression ratings, enhancing user understanding of data relationships.",0,-22.156033,-3.845205,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Interactive AI explanations enhance the perceived usefulness of AI assistance.,1,8.849573,-4.4768963,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI systems in colonoscopy are envisioned by clinical staff to be seamlessly integrated into daily workflows.,0,-5.81418,-30.195349,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Generative AI models enhance emotional storytelling by creating metaphorical images and text depictions.,7,-33.15839,8.74133,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Knowledge graphs enable context-specific recommendations to optimize product quality and prevent physical harm in manufacturing.,6,-14.126213,-22.389544,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI music generation enhances creative practice by providing video creators with interactive tools to regenerate and mix music.,7,-39.733288,14.141633,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Tangible XAI interfaces enhance user understanding of AI explanations by leveraging data physicalization.,1,10.765486,-10.181275,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"The AI system AlgoBo's questions led to knowledge-dense conversations, enhancing learner engagement with an effect size of 0.71.",0,-9.70126,14.895765,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Participants successfully identified aleatoric versus epistemic uncertainty in three specific card placement scenarios.,6,34.74392,-17.440498,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Participants perceived the AI-based bird identification app as trustworthy but verified outputs before acceptance.,3,32.194466,-11.207258,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-generated analyses require thorough validation to ensure alignment with analyst intent.,1,19.700127,-27.60779,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Generative AI facilitates self-care through social simulation and therapeutic self-expression.,7,-34.908573,11.6891,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI agents in Hanabi perform worse than first-time human players due to limitations in coordination play and role establishment.,2,22.969273,23.585093,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Students' perception of the AI teaching assistant's anthropomorphism and intelligence changed significantly over time.,2,10.686718,16.769848,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
The AI-based CASS system boosts community engagement by effectively supporting individual members seeking emotional support.,0,-7.215182,20.933588,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"GPT-4 demonstrates best performance in robot control, successfully executing tasks 97% of the time.",6,-19.21798,27.855223,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Designers face challenges in understanding and adjusting AI outputs in co-creation tasks.,3,-20.153976,-6.097381,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-based living memories enhance learning effectiveness and motivation when learning about historical figures.,0,-13.970024,2.4811604,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Learners rated non-personalized AI-generated flashcards as comparable in quality to manually generated flashcards.,4,33.198082,27.103722,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Lexical alignment in conversational agents does not significantly impact user trust.,4,25.860565,-6.3775105,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
SAM's semantic matching increases response precision with a 1.3% R10@1 boost on the E-commerce Corpus.,6,-31.099184,-34.732708,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"Embodied AI perceived as expert increases trust, acceptance, warmth, and competence.",2,13.313744,19.773703,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Startups with data-sharing relationships or privacy regulation experience are more likely to establish ethical AI principles and take costly actions like dropping training data.,3,25.684013,-27.860916,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Voice Lanes and Example-Based Sliders improve users' ownership of compositions.,5,-45.979248,16.823961,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Responsible AI competencies involve awareness of social, ethical, and legal aspects of AI.",3,15.627567,-34.057034,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Carefully designed interactive features in AI documentation support trust and safety among non-expert users.,1,-2.678593,-11.026262,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI systems create indirect communities by celebrating user goals and behaviors.,2,-10.052093,5.896889,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Clinicians seek upfront knowledge of the AI's subjective perspective and how it aligns with their diagnostic patterns.,0,4.306663,-30.022482,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Interviewees identify prerequisites for trust, distinguishing it from trustworthiness, reliance, and compliance.",4,30.95686,-13.48842,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Generative AI tools facilitate envisioning future climate scenarios by enabling participants to create visual representations and explore adaptation strategies.,7,-34.337223,5.920238,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI predictions can foster collaboration between schizophrenia patients and their support systems.,0,-14.264008,7.5642567,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Digital AI assistants in cars are preferred to operate with higher transparency, offering users insights into their actions.",1,11.226348,0.8583375,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Inherent properties of Deep Neural Networks cause user confusion during training.,6,24.423466,-1.1047618,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Libpubl increases performance by 50-120% in Fio benchmark compared to state-of-the-art NVM file systems.,5,-31.93214,-41.764454,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI explanations enable richer teaching feedback by allowing machine teachers to understand and correct model mistakes.,0,11.791364,-14.187639,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Participants rated baseline denials as significantly higher in frustration and lower in usefulness, appropriateness, and relevance.",4,25.561453,38.67201,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Cloud-based sentiment analysis tools show moderate agreement with each other but do not align well with human ratings.,6,57.07208,9.509042,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Malignant mole assessments by AI dermatologists increase user trust across all dimensions.,0,11.178,-23.97934,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI-based apps can lead to a loss of personal autonomy when user privacy or identity is threatened.,3,33.732346,13.631072,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Community perceptions influence user preferences in AI bot teaching methods, emphasizing transparency and feedback orientation.",4,13.284222,11.554837,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"Junior UX designers face potential skill degradation and creativity exhaustion due to GenAI, impacting their professional growth.",7,-27.73212,0.21427606,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI-to-Human Actuation (AHA) improves AI robustness against unfavorable conditions by inducing more favorable monitoring scenarios.,0,-3.6603506,0.35033575,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Feature-based AI explanations do not reliably improve distributive fairness in AI-assisted decisions.,3,20.782507,-4.2121725,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Lexicon-based models enhance transparency in ChatGPT's sentiment analysis by approximating predictions.,6,-29.895042,-19.916494,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Presenting AI recommendations with a second opinion reduces decision-makers' over-reliance on AI.,3,28.08743,-20.524372,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Nearest-neighbor examples improve decision correctness in AI-assisted mushroom picking tasks.,6,3.6052506,1.3398186,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
High-accuracy AI models significantly increase trust in decision-making tasks.,1,23.083189,-14.931319,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI heuristics enable evaluators to identify more usability issues in conversational agents than Nielsen's heuristics.,2,-4.8962817,-5.138258,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"Socio-cultural variables such as gender, religious beliefs, educational attainment, and political affiliation influence preferences for AI explanations.",3,40.74885,23.652142,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Safety drivers face limited self-development opportunities in the AV industry.,3,22.106546,-23.78815,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Interactive AI explanations may reinforce human biases, limiting performance improvement.",1,19.44802,-3.0689452,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Storywriters prioritize emotional values over AI-generated productivity when writing.,7,-5.6233335,37.523056,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Personalized AI predictions influence user judgment on social media content, with the effect increasing over time.",3,26.825926,6.39974,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Human-AI co-dancing creates hybrid movement aesthetics by integrating live dancers with AI-powered virtual partners.,7,-36.0617,18.78613,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Direct interaction with ML models allows UX practitioners to enhance end-user interactions by composing affordances.,5,-23.050373,-11.583634,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Generative AI models facilitate rapid ideation by producing diverse and novel dance sequences.,7,-37.10157,15.680404,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Voicemoji reduces emoji entry time by 91.2% for blind or low vision users.,5,-21.124893,45.936157,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Characteristics of deep learning models impact subjective satisfaction with music composition.,6,-44.100006,12.9564295,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Potential users believe AI agent representations could undermine social interaction value and personal image control.,3,32.26692,15.584617,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI models encourage self-reflection among schizophrenia patients.,0,-14.452887,7.477499,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"AI-driven concept induction reveals new insights in familiar datasets, such as identifying attacks on out-party stances in political social media.",0,-7.9306793,-12.267569,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Students prefer more control over dynamic transitions than teachers are willing to allow.,4,5.9125004,35.936615,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI machine outcomes influence future user inputs through heuristic biases and loss aversion.,3,28.39307,6.8806977,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Normative AI explanations enhance user understanding and perceived system capability.,1,10.1406,-5.7861238,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
The AI model ARIMAX predicts future house prices by analyzing dependencies on socio-economic factors.,0,3.7429547,-19.263496,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Graphical and numeric presentations were favored when self-perceived receptivity levels were ambiguous.,4,22.427593,41.480293,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Sensecape empowers users to structure their knowledge hierarchically during complex information tasks.,5,-49.288494,-18.14113,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Continuously generated AI text increases editing behavior while reducing perceived authorship.,7,-1.6936485,36.583267,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Linguistic verbosity, readability, sentiment, diversity, and adaptability reflect student perception of the AI teaching assistant.",4,10.459672,16.359184,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Automated speech recognition tools significantly increase subtitling efficiency and effectiveness for novice users.,5,-8.137138,45.750225,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI collaboration tools enhance dialogues and task delegation between humans and AI.,0,-7.8583345,6.9041843,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI explanations improve coding F-score by 10% for novice sensemakers.,0,-7.529165,-20.32963,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI explainability can be improved by leveraging infrastructural seams and focusing on explainability outside and around the black-box.,1,8.404144,-9.922629,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"AI-driven voice control allows participants to adjust virtual dance choreography, enhancing interactive dance experiences.",7,-34.712982,19.255117,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Calliope VR system enhances user interaction by allowing real-time exploration and manipulation of generative design solutions.,5,-44.24026,23.843393,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
General expressions of uncertainty in AI responses have weaker effects on user confidence and are not statistically significant.,3,27.833778,-6.0113516,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI decision support systems in ophthalmology can introduce anchoring bias, affecting clinical judgment.",3,40.046093,-17.110357,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-powered decision support systems that enhance intrinsic motivation improve decision-making performance compared to existing paradigms.,0,1.9573087,-0.8291956,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
High confidence human-model agreement increases reliance on AI models when performance information is absent.,3,24.596172,-16.794184,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI explanations that aid understanding may decrease task performance when supporting incorrect AI predictions.,3,21.432028,-1.4961529,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"The AI Playbook acts as a boundary object between user experience designers, data scientists, and engineers.",2,-16.335556,-9.677374,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
The AI video segmentation pipeline accurately identifies and extracts keyframes from dance movements.,0,-36.166176,21.746998,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Snapper enables annotators to complete object detection tasks 39% faster without reducing annotation quality.,5,-41.584743,-29.651188,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Trust in AI is affected by the importance level of input features in the decision-making process.,3,26.654217,-11.737886,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Incorporating labeling into the AAR/AI process may enhance bug abstraction for domain-knowledgeable users.,0,-4.5060425,-44.77052,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI-powered Clinical Decision Support Systems (CDSS) face usability barriers and trust issues in rural clinics.,3,1.5000781,-30.420132,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Users desire mechanisms for providing intelligibility and control over AI to mitigate loss of autonomy.,1,31.33861,12.714257,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI assistants enhance convergent and divergent thinking in players.,2,-20.598814,8.363998,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"AI-generated explanations influence participants to modify their language, detail level, and argumentative stance in subjective decision-making contexts.",1,12.104591,-2.4620981,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Expectations for AI teammates include instrumental skills, shared understanding, and communication capabilities.",2,20.468199,27.817553,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
The Perceived Empathy of Technology Scale (PETS) enables designers to evaluate and compare perceived empathy in interactive systems.,4,6.366633,26.986332,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"Simulated users display significant differences in SUS, learning ability, and usability scores compared to real users.",4,-18.875526,32.97173,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI-driven Visual Captions enhance comprehension of complex concepts in real-time conversations.,7,-29.909126,-3.5048847,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Participants perceive DAS as intrusive due to low transparency and distrust in algorithmic inferences.,3,41.670967,8.841082,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI clones exploit and displace individual identities, causing negative emotional reactions.",3,34.94468,15.764904,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-driven tool FlatMagic reduces real and perceived effort in comic flat colorization.,7,-42.37543,-1.1530602,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
CoBi uses speech and language technologies to visualize evidence of collaborative agreements during group discussions.,5,-19.669798,4.199964,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Students exhibit varying levels of trust in Generative AI tools, which influences their adoption and learning in computer science courses.",3,12.362396,13.728349,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
High information disclosure levels can miscalibrate user predictions of AI system results.,3,25.931065,-1.6049175,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Security and privacy risks, along with personal stance on technology, are critical determinants of trust in healthcare voice AI assistants.",3,39.397106,13.294746,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Artinter's AI features facilitate concept definition with artifacts, improving mutual understanding in art commissions.",7,-37.5104,0.24677265,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Workers anticipate that wellbeing sensing technologies may disrupt organizational culture and interpersonal relationships.,3,39.44212,5.8550634,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Young adults, carers, and clinicians use computational notebooks to anticipate the benefits and harms of ML models in diabetes care.",6,-5.2990093,-35.12705,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI agents build trust with crowd workers by facilitating teacher-learner interactions.,2,0.7075702,5.7331457,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"People hold a positive attitude toward future collaboration with AI teammates, despite mixed feelings.",2,22.584719,28.370958,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Grounded abstraction matching enhances users' ability to effectively use natural language queries for code generation.,5,-41.51109,-19.464226,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI-based systems increase therapist agreement on rehabilitation assessments with a 0.71 average F1-score compared to 0.66 using traditional methods.,0,-3.2267673,-21.637394,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Teams with an implicature AI achieve game performance comparable to other state-of-the-art methods.,2,20.788527,21.944899,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"Functional factors such as usefulness, content credibility, and quality of service significantly influence trust in healthcare voice AI assistants.",3,39.726383,13.1297245,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
The AI Playbook standardizes the articulation of AI failures from a user experience perspective.,1,-15.745156,-8.864435,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"User expectations influence perceived effectiveness of interfaces, similar to placebo effects in medical studies.",4,21.200983,11.060376,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"SoftAIBot, an optimized LLM, outperformed the baseline LLM in software guidance tasks, yet users showed low task completion rates due to challenges in understanding prompt-based interactions.",4,-16.363863,23.565916,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI level design tools prompt designers to alter their design practices.,7,-23.933254,-1.3284243,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
A machine learning model can predict disclosure preferences based on group context and individual differences in team recommender systems.,6,18.875261,8.628513,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
3DALL-E enhances design workflows by integrating AI-generated inspirations with CAD software.,7,-42.620255,4.601298,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Personal relevance and boundaries, along with the level of stake, influence user trust in AI systems during biased situations.",3,29.380468,-9.251433,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
